Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
SPARKLING Tokunbo 2005 ToyKisumu Highlander 4x4 Limited for sale,"1,200,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Mombasa,85
"ToyKisumu Tundra 2001, Automatic","1,800,000",ToyKisumu,Tundra,2001,Foreign,Automatic,,Petrol,,Eldoret,25000
Tokunbo 2010 ToyKisumu Sienna for sale,"1,350,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Mombasa,90
"Brand New 2017 ToyKisumu Sienna XLE Limited for sale

","1,650,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Meru,98
"ToyKisumu RAV4 2002, Automatic ","1,700,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Eldoret,26000
2013 toyKisumu sienna ,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
"ToyKisumu Venza 2003, Automatic ","1,900,000",ToyKisumu,Venza,2003,Foreign,Automatic,,Petrol,,Eldoret,25000
2008 ToyKisumu Sienna Tokunbo For Sale Super Clean And Cheap ,"1,200,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Nairobi,96
Neat ToyKisumu Sienna Xle 2013 Model for sale,"1,500,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Nairobi,900
ToyKisumu Sienna XLE 2007 Model for sale,"1,100,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Nairobi,90
2011 Mercedes Benz C300,"3,000,000",Mercedes,C -class,2005,Foreign,Automatic,,Petrol,,Eldoret,121000
2020 ToyKisumu Rush,"20,000,000",ToyKisumu,Rush,2008,Foreign,Automatic,,Petrol,,Eldoret,10000
2008 toyKisumu sequoia limited,"1,400,000",ToyKisumu,Sequoia,2002,Foreign,Automatic,,Petrol,,Nairobi,3000
2003 Lexus ES300 ,"1,500,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
2008 toyKisumu 4runner ,"1,000,000",ToyKisumu,4runner,2001,Foreign,Automatic,,Petrol,,Mombasa,3000
2008 toyKisumu haice bus,"1,100,000",ToyKisumu,Hiace,2001,Foreign,Manual,,Petrol,,Eldoret,3000
2011 toyKisumu camry,"1,300,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
2008 Nissan armada,"1,200,000",Nissan,Almera,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
2009 Nissan altima,"1,000,000",Nissan,Altima,2002,Foreign,Automatic,,Petrol,,Eldoret,3200
"ToyKisumu Camry 2003, Automatic ","2,000,000",ToyKisumu,Camry,2003,Foreign,Automatic,,Petrol,,Eldoret,25000
2008 honda civic ,"1,000,000",Honda,Civic,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
2002 TOYKisumu HIACE 300,"1,000,000",ToyKisumu,Hiace,2002,Foreign,Manual,,Petrol,,Naivasha,12425
"Mercedes-Benz GLE 2004, Automatic","3,000,000",Mercedes,GL -class,2004,Foreign,Automatic,,Petrol,,Eldoret,24000
"ToyKisumu 4Runner 2001, Automatic","1,800,000",ToyKisumu,4runner,2001,Foreign,Automatic,,Petrol,,Eldoret,78450
2011 TOYKisumu HIGHLANDER LIMITED,"2,000,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Eldoret,106499
2008 mercedes c300,"1,200,000",Mercedes,C -class,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
2010 LAND ROVER RANGE ROVER SPORT SC,"2,500,000",Land rover,Range Rover,2002,Foreign,Automatic,,Petrol,,Kisumu,56724
2010 toyKisumu highlander ,"1,300,000",ToyKisumu,Highlander,2003,Foreign,Automatic,,Petrol,,Nairobi,3000
2009 toyKisumu corolla ,"1,000,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Thika,3000
Mercedes Benz Glk for sale,"3,500,000",Other,Other,2002,Foreign,Automatic,,Petrol,,Meru,5050
 ToyKisumu Corolla for sale,"1,250,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Kisumu,6500
"A Clean Tokunbo ToyKisumu Corolla For Sale 

","1,250,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Thika,65685
2008 LEXUS RX 350,"1,500,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Nairobi,109942
ToyKisumu sienna for sale,"1,650,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Nairobi,3500
ToyKisumu Corolla 2012,"1,500,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,24535
2013 direct tokunbo Mercedes Benz g wagon,"10,550,000",Mercedes,G -class,2002,Foreign,Automatic,,Petrol,,Nairobi,8796
Nissan Micra 2015,"1,000,000",Nissan,Micra,2002,Foreign,Automatic,,Petrol,,Eldoret,123852
"ToyKisumu Sienna For Sale.

","1,250,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Kisumu,3600
NISSAN MICRA 2015,"1,000,000",Nissan,Micra,2002,Foreign,Automatic,,Petrol,,Eldoret,123834
Nissan Micra 2015,"1,000,000",Nissan,Micra,2002,Foreign,Automatic,,Petrol,,Meru,12385
Nissan Micra,"1,000,000",Nissan,Micra,2002,Foreign,Automatic,,Petrol,,Eldoret,12385
TOYKisumu HIGHLANDER 2008,"1,500,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Nairobi,192232
2012 Lexus RX 350,"2,200,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,71253
TOYKisumu HIGHLANDER 2008,"1,500,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Nairobi,192232
ToyKisumu RAV4,"1,100,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Nairobi,24613
available ToyKisumu  Avalon for sale ,"1,250,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Nairobi,3200
ToyKisumu matrix 2007,"1,000,000",ToyKisumu,Matrix,2002,Foreign,Automatic,,Petrol,,Eldoret,19855
clean ToyKisumu Corolla for sale,"1,250,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Mombasa,8400
ToyKisumu Corolla 2004,"1,000,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Kisumu,14241
NISSAN MICRA 2014,"1,000,000",Nissan,Micra,2002,Foreign,Manual,,Petrol,,Eldoret,11124
Lexus,"2,900,000",Lexus,RX,2003,Foreign,Manual,,Petrol,,Mombasa,140
ToyKisumu Camry 2009,"1,500,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Meru,12455
VOLKSWAGEN GOLF,"1,000,000",Volkswagen,Golf,2002,Foreign,Automatic,,Petrol,,Kisumu,24164
ToyKisumu sienna 2007,"1,300,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,12242
ToyKisumu Corolla 2010,"1,150,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Thika,13234
2006 ToyKisumu Corolla for sale,"1,000,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Kisumu,66
PEUGEOT 406,"1,000,000",Peugeot,406,2002,Foreign,Automatic,,Petrol,,Thika,12452
ToyKisumu Venza for sale,"1,600,000",ToyKisumu,Venza,2001,Foreign,Automatic,,Petrol,,Thika,99
ToyKisumu RAV4,"1,200,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Thika,12112
2010 toyKisumu camry xle,"1,200,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Mombasa,3000
ToyKisumu Corolla,"1,500,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,11111
ToyKisumu Venza for sale,"1,600,000",ToyKisumu,Venza,2001,Foreign,Automatic,,Petrol,,Mombasa,89
ToyKisumu Camry,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Kisumu,14235
Lexus es 350,"1,000,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Meru,12436
2010 ToyKisumu Venza for sale,"1,600,000",ToyKisumu,Venza,2001,Foreign,Automatic,,Petrol,,Kisumu,99
ToyKisumu Corolla,"1,000,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,14216
2010 ToyKisumu Highlander for sale ,"1,450,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Kisumu,98
2009 Model toyKisumu camry,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,3000
NISSAN MICRA,"1,000,000",Nissan,Micra,2002,Foreign,Automatic,,Petrol,,Thika,14142
TOYKisumu COROLLA,"1,000,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,14752
HONDA ACCORD,"1,000,000",Honda,Accord,2002,Foreign,Automatic,,Petrol,,Thika,14256
2006 toyKisumu highlander,"1,000,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Nairobi,3000
TOYKisumu CAMRY,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Kisumu,12485
LEXUS RX 350,"1,000,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,141731
Direct tokunbo ToyKisumu RAV4,"1,000,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Mombasa,141735
ToyKisumu Avalon,"1,200,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Eldoret,141731
ToyKisumu Highlander for sale at Affordable Affordable price,"1,250,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Nairobi,1000
2006 ToyKisumu Camry LE,"1,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Eldoret,121000
2009 toyKisumu highlander,"1,000,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Nairobi,3000
2010 Model ToyKisumu corolla for sell. ,"2,100,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Thika,145254
2010 Model ToyKisumu Camry for sell. ,"2,100,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Kisumu,142587
2010 Model ToyKisumu venza for sell. ,"2,100,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Eldoret,145287
"ToyKisumu Avalon 2008, Automatic","1,300,000",ToyKisumu,Avalon,2001,Foreign,Automatic,,Petrol,,Eldoret,27000
"Lexus LX 2015, Automatic ","3,600,000",Lexus,LX,2002,Foreign,Automatic,,Petrol,,Eldoret,25000
"BMW 3 2007, Automatic","1,500,000",BMW,3,2001,Foreign,Automatic,,Petrol,,Eldoret,26000
"ToyKisumu Land Cruiser Prado 2012, Automatic","4,000,000",ToyKisumu,Land Cruiser,2001,Foreign,Automatic,,Petrol,,Eldoret,25000
"ToyKisumu Highlander 2008, Automatic","2,000,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Eldoret,25000
2002 ToyKisumu Matrix ,"1,300,000",ToyKisumu,Matrix,2002,Foreign,Automatic,,Petrol,,Eldoret,25000
"ToyKisumu Camry 2012, Automatic 

","1,200,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Eldoret,25000
2002 ToyKisumu Camry LE,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,12150
Lexus Rx300,"1,500,000",Lexus,RX,2003,Foreign,Automatic,,Petrol,,Machakos,14250
Honda CRV,"3,250,000",Honda,CR-V,2007,Foreign,Automatic,,Petrol,,Eldoret,142500
ToyKisumu Sienna ,"3,250,000",ToyKisumu,Sienna,2008,Foreign,Automatic,,Petrol,,Machakos,14254
ToyKisumu Tacoma,"5,950,000",ToyKisumu,Tacoma,2008,Foreign,Automatic,,Petrol,,Machakos,145200
ToyKisumu Land Cruiser Prado,"15,000,000,000",ToyKisumu,Prado,2020,Foreign,Automatic,,Petrol,,Thika,142500
ToyKisumu Highlander,"2,450,000",ToyKisumu,Highlander,2005,Foreign,Automatic,,Petrol,,Eldoret,14408
ToyKisumu Corolla ,"1,750,000",ToyKisumu,Corolla,2004,Foreign,Automatic,,Petrol,,Machakos,1424
"Mercedes Benz C300 

for sale","2,000,000",Mercedes,C -class,2005,Foreign,Automatic,,Petrol,,Nairobi,140
2009 Model ToyKisumu vanza for sell. ,"1,800,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Mombasa,145258
2002 toyKisumu matrix for urgent sale,"1,550,000",ToyKisumu,Matrix,2003,Foreign,Automatic,,Petrol,,Eldoret,202000
2002 toyKisumu Solara for urgent sale,"1,050,000",ToyKisumu,Solara,2002,Foreign,Automatic,,Petrol,,Eldoret,189000
2002 toyKisumu matrix for urgent sale,"1,350,000",ToyKisumu,Matrix,2002,Foreign,Automatic,,Petrol,,Eldoret,232000
"TOYKisumu CAMRY 2.2, 2009 Model IS UP FOR SALE WITH FULL OPTIONS ","1,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Kisumu,1534
TOYKisumu CAMRY 2015 Model FOR SALE WITH FULL OPTIONS ,"1,250,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Kisumu,1584
TOYKisumu CAMRY FOR SALE 2015 Model WITH FULL OPTIONS ,"1,250,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Kisumu,1269
LEXUS RX 350 FOR SALE 2010 Model WITH FULL OPTIONS ,"1,100,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Kisumu,1854
LEXUS RX 350 FOR SALE 2010 Model WITH FULL OPTIONS ,"1,100,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Kisumu,1256
LEXUS RX 350 FOR SALE 2010 Model FOR SALE WITH FULL OPTIONS ,"1,100,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Kisumu,1578
TOYKisumu HIGHLANDER 2007 Model FOR SALE WITH FULL OPTIONS ,"1,000,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Kisumu,1436
TOYKisumu HIGHLANDER 2007 Model FOR SALE WITH FULL OPTIONS ,"1,000,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Kisumu,1642
TOYKisumu HIGHLANDER 2007 Model FOR SALE WITH FULL OPTIONS ,"1,000,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Kisumu,1534
"Mercedes Benz C300 4matic For Sale 

","1,980,000",Mercedes,C -class,2003,Foreign,Automatic,,Petrol,,Thika,140
2005 ToyKisumu Corolla,"1,000,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Eldoret,21500
2009 Lexus ES350,"2,200,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Eldoret,11200
2008 ToyKisumu Highlander,"2,400,000",ToyKisumu,Highlander,2003,Foreign,Automatic,,Petrol,,Eldoret,12000
2007 Model ToyKisumu Avalon for sell. ,"1,100,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Mombasa,145284
2008 Mercedes Benz C300,"2,000,000",Mercedes,C -class,2004,Foreign,Automatic,,Petrol,,Eldoret,120000
2010 Lexus RX350 ,"3,000,000",Lexus,RX,2003,Foreign,Automatic,,Petrol,,Eldoret,21000
2010 ToyKisumu Highlander white for sale,"1,450,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Kisumu,83
2012 ToyKisumu Camry LE,"1,400,000",ToyKisumu,Camry,2003,Foreign,Automatic,,Petrol,,Eldoret,120000
clean tokumbor 2010 toyKisumu avensis,"1,700,000",ToyKisumu,Avensis,2002,Foreign,Automatic,,Petrol,,Mombasa,21345
very clean 2004 toyKisumu avensis for sale,"1,100,000",ToyKisumu,Avensis,2002,Foreign,Automatic,,Petrol,,Kisumu,25341
2018 toyKisumu 4runner tokumbor for sale,"12,000,000",ToyKisumu,4runner,2002,Foreign,Automatic,,Petrol,,Nairobi,125364
limited edition 2016 toyKisumu 4runner for sale,"13,000,000",ToyKisumu,4runner,2002,Foreign,Manual,,Petrol,,Eldoret,52435
solid 2012 toyKisumu 4runner toks limited,"7,000,000",ToyKisumu,4runner,2002,Foreign,Automatic,,Petrol,,Kisumu,8524
direct 2015 toks toyKisumu rav4  limited edition,"9,000,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Eldoret,23564
2008 toyKisumu rav4 for sale,"2,450,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Nairobi,8564
2007 Model ToyKisumu Sienna for sell. ,"1,100,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,152541
ToyKisumu dodgrand cavan for saleToyKisumu,"1,700,000",ToyKisumu,Origin,2003,Foreign,Automatic,,Petrol,,Thika,85000
toks 2009 Acura MDX for sale,"3,550,000",Acura,MDX,2002,Foreign,Automatic,,Petrol,,Eldoret,56845
neat 2007 Acura MDX for sale,"6,000,000",Acura,MDX,2002,Foreign,Automatic,,Petrol,,Thika,25642
2007 Model ToyKisumu corolla for sell. ,"1,100,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Mombasa,145254
very clean 2011 ford explorer for sale,"8,450,000",Ford,Explorer,2002,Foreign,Automatic,,Petrol,,Eldoret,23564
Tokumbo ToyKisumu Camry 2010,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,14253
2007 Model ToyKisumu Camry for sell. ,"1,100,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,152287
2016 Ford explorer for sale,"11,500,000",Ford,Explorer,2002,Foreign,Automatic,,Petrol,,Thika,56324
just arrived 2012 Ford Explorer for sale,"8,000,000",Ford,Explorer,2002,Foreign,Automatic,,Petrol,,Nairobi,25345
mega neat 2016 brand new Ford Explorer limited,"12,000,000",Ford,Explorer,2002,Foreign,Automatic,,Petrol,,Eldoret,253654
ToyKisumu Camry 2006 for sale,"1,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Thika,63
"ToyKisumu Corolla

","1,850,000",ToyKisumu,Corolla,2004,Foreign,Automatic,,Petrol,,Mombasa,25000
ToyKisumu sienna for sale,"1,300,000",ToyKisumu,Sienna,2003,Foreign,Automatic,,Petrol,,Thika,85000
ToyKisumu sienna for sale,"1,000,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Thika,85
ToyKisumu sienna for sale 2003,"1,300,000",ToyKisumu,Sienna,2003,Foreign,Automatic,,Petrol,,Thika,85000
ToyKisumu sienna for sale 2003,"1,300,000",ToyKisumu,Sienna,2003,Foreign,Automatic,,Petrol,,Thika,8500
ToyKisumu sienna for sale 2003,"1,300,000",ToyKisumu,Sienna,2003,Foreign,Automatic,,Petrol,,Thika,85000
2010 ToyKisumu Highlander for sale,"1,450,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Eldoret,85
ToyKisumu Camry 2005 Model for sale,"1,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Abam,55
ToyKisumu Hilux for sale,"1,850,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Thika,85000
ToyKisumu Corolla for sale 2001,"1,200,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Thika,85000
ToyKisumu Corolla for sale 2001,"1,000,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Thika,85000
ToyKisumu Corolla 2003 Red,"1,250,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Eldoret,2350
Tokunbo ToyKisumu Corolla 2003,"1,250,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Eldoret,55082
"Mercedes Benz C300

for sale","2,000,000",Mercedes,C -class,2003,Foreign,Automatic,,Petrol,,Eldoret,140
good and clean lexus rx 330 for sale ,"3,500,000",Lexus,RX,2008,Foreign,Automatic,,Petrol,,Eldoret,32565
2010 ToyKisumu Highlander for your,"1,450,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Alakahia,87
2014 ToyKisumu Venza for sale,"1,800,000",ToyKisumu,Venza,2001,Foreign,Automatic,,Petrol,,Nairobi,89
Lexus RX 350,"2,700,000",Lexus,RX,2006,Foreign,Automatic,,Petrol,,Eldoret,4213
2005 toyKisumu dyna truck,"1,750,000",ToyKisumu,Duet,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
ToyKisumu Corolla Ce,"1,470,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Eldoret,5332
Honda Pilot,"2,400,000",Honda,Pilot,2006,Foreign,Automatic,,Petrol,,Eldoret,5231
TOYKisumu HIGHLANDER 2001 Model AVAILABLE FOR SALE AT AFFORDABLE PRICE ,"1,350,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Eldoret,55
ToyKisumu 4Runner,"1,620,000",ToyKisumu,4runner,2004,Foreign,Automatic,,Petrol,,Eldoret,4221
ToyKisumu Highlander,"2,100,000",ToyKisumu,Highlander,2005,Foreign,Automatic,,Petrol,,Eldoret,5332
ToyKisumu Highlander,"1,750,000",ToyKisumu,Highlander,2004,Foreign,Automatic,,Petrol,,Eldoret,4233
2020 ToyKisumu Hilux for sale,"31,000,000",ToyKisumu,Hilux,2020,Foreign,Automatic,,Diesel,,Kisumu,100
ToyKisumu Venza,"2,700,000",ToyKisumu,Venza,2006,Foreign,Automatic,,Petrol,,Eldoret,532
ToyKisumu Corolla Ce,"1,280,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Eldoret,254
2014 ToyKisumu Venza for sale,"1,950,000",ToyKisumu,Venza,2001,Foreign,Automatic,,Petrol,,Kisumu,70
LEXUS ES 2001 Model AVAILABLE FOR SALE ,"1,550,000",Lexus,ES,2001,Foreign,Automatic,,Petrol,,Kisumu,6688
ToyKisumu Venza for sale,"1,430,000",ToyKisumu,Venza,2001,Foreign,Automatic,,Petrol,,Kisumu,89
Nissan Murano,"1,300,000",Nissan,Murano,2002,Foreign,Automatic,,Petrol,,Eldoret,2423
TOYKisumu COROLLA 2001 Model AVAILABLE FOR SALE ,"1,000,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Mombasa,55
2014 ToyKisumu Highlander for sale,"1,650,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Eldoret,97
Tokumbo Land Rover Range Rover,"8,500,000",Land rover,Range Rover,2004,Foreign,Automatic,,Diesel,,Eldoret,20555
2005 Lexus Es330 for sale,"1,000,000",Lexus,ES,2001,Foreign,Automatic,,Petrol,,Naivasha,66
2009 ToyKisumu Highlander for sale,"1,300,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Kisumu,87
2006 ToyKisumu sienna for sale,"1,000,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Nairobi,84
2003 ToyKisumu Camry for sale,"1,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Kisumu,55
2006 ToyKisumu Corolla for sale,"1,000,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Eldoret,55
2010 ToyKisumu Venza for sale,"1,600,000",ToyKisumu,Venza,2001,Foreign,Automatic,,Petrol,,Kisumu,68
2005 toyKisumu camry big daddy,"1,200,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Mombasa,3000
2008 mercedes benz GL 350 ,"1,800,000",Mercedes,GL -class,2002,Foreign,Automatic,,Petrol,,Mombasa,3000
toyKisumu sienna for sale at a cheaper rate,"2,000,000",ToyKisumu,Sienna,2006,Foreign,Automatic,,Petrol,,Nairobi,5000
2008 mercedes benz r350,"1,450,000",Mercedes,R -class,2001,Foreign,Automatic,,Petrol,,Mombasa,3000
2008 mercedes benz ML 350 ,"1,550,000",Mercedes,M -class,2002,Foreign,Automatic,,Petrol,,Mombasa,3000
ToyKisumu Sienna for sale at an affordable rate,"1,550,000",ToyKisumu,Sienna,2004,Foreign,Automatic,,Petrol,,Eldoret,5000
ToyKisumu Camry for sale at a cheaper price,"2,000,000",ToyKisumu,Camry,2009,Foreign,Automatic,,Petrol,,Eldoret,5000
toyKisumu corolla for sale at a cheaper rate ,"2,000,000",ToyKisumu,Corolla,2007,Foreign,Automatic,,Petrol,,Thika,5000
lexus rx for sale at a cheaper price ,"2,500,000",Lexus,RX,2006,Foreign,Automatic,,Petrol,,Thika,5000
toyKisumu corolla sport for sale ,"2,500,000",ToyKisumu,Corolla,2006,Foreign,Automatic,,Petrol,,Mombasa,5000
ToyKisumu Highlander 2010 Model for sale ,"1,450,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Mombasa,78
ToyKisumu Highlander 2006 Model for sale ,"1,200,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Mombasa,86
Lexus rx330 for sale,"1,150,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Mombasa,86
ToyKisumu Corolla 2006 for sale,"1,000,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Kisumu,66
2010 Tokunbo ToyKisumu Venza Very Neat,"1,450,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Eldoret,635421
good and clean ToyKisumu camry for sale ,"3,200,000",ToyKisumu,Camry,2008,Foreign,Automatic,,Petrol,,Eldoret,289579
ToyKisumu corolla 2008 red colour for sale,"2,200,000",ToyKisumu,Corolla,2008,Foreign,Automatic,,Petrol,,Eldoret,28584
ToyKisumu corolla for sale ,"2,000,000",ToyKisumu,Corolla,2005,Foreign,Automatic,,Petrol,,Eldoret,27658
foreign use ToyKisumu hilux 2016,"3,200,000",ToyKisumu,Hilux,2002,Foreign,Automatic,,Petrol,,Thika,4500
ToyKisumu matrix for sale 2003,"1,200,000",ToyKisumu,Matrix,2003,Foreign,Automatic,,Petrol,,Thika,85000
super clean 2016 toyKisumu Camry SE sold,"3,850,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,25364
"2010 ToyKisumu Corolla -

","2,200,000",ToyKisumu,Cressida,2001,Foreign,Automatic,,Petrol,,Thika,65
very clean 2005 toyKisumu Camry for sale,"1,150,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,25642
ToyKisumu,"1,650,000",ToyKisumu,Matrix,2004,Foreign,Automatic,,Petrol,,Thika,85000
very clean 2009 toyKisumu Camry XLE,"1,650,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,52365
ToyKisumu,"1,500,000",ToyKisumu,Corolla,2004,Foreign,Automatic,,Petrol,,Thika,85000
2008 Lexus Is250 very Clean,"1,200,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,634211
Mercedes,"2,300,000",Mercedes,C -class AMG,2007,Foreign,Automatic,,Petrol,,Kisumu,174300
2009 Toks Lexus RX350 very neat,"1,350,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,635211
2009 Toks Lexus RX350 very neat,"1,300,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,635241
Lexus,"2,150,000",Lexus,IS,2007,Foreign,Automatic,,Petrol,,Kisumu,10530
ToyKisumu corolla for sale ,"2,000,000",ToyKisumu,Corolla,2005,Foreign,Automatic,,Petrol,,Eldoret,322642
good and clean ToyKisumu Corolla 2005 for sale ,"2,000,000",ToyKisumu,Corolla,2005,Foreign,Automatic,,Petrol,,Eldoret,24576
2006 ToyKisumu Camry sport,"2,150,000",ToyKisumu,Camry,2006,Foreign,Automatic,,Petrol,,Mombasa,50000
2006 ToyKisumu sienna LE,"2,800,000",ToyKisumu,Sienna,2006,Foreign,Automatic,,Petrol,,Mombasa,75000
